year,month,date,ndvi_mean,ndvi_std,evi_mean,evi_std,n_images,n_years,ndvi_clim_mean,ndvi_clim_std,ndvi_clim_p10,ndvi_clim_p25,ndvi_clim_p75,ndvi_clim_p90,ndvi_clim_min,ndvi_clim_max,evi_clim_mean,evi_clim_std,evi_clim_p10,evi_clim_p25,evi_clim_p75,evi_clim_p90,evi_clim_min,evi_clim_max,ndvi_anomaly,ndvi_zscore,ndvi_pct_anomaly,ndvi_vci,evi_anomaly,evi_zscore,evi_pct_anomaly,evi_vci,drought_class_zscore,drought_class_vci
2021,1,2021-01-15,0.6668991344527667,0.15434566289759183,0.40291626834036504,0.11739741881391591,2,20,0.6475412521911389,0.05312179866539262,0.5953769956051868,0.6119953587164699,0.7013862490449061,0.7125881629100798,0.5448096208747922,0.7361803657218385,0.38709171299365713,0.04562677202759695,0.34400302190381504,0.3579019358543255,0.42259152895197394,0.44238152305126616,0.28728085152931754,0.46126981258450095,0.019357882261627823,0.3644056253358557,2.989443868807579,63.79737596546167,0.015824555346707903,0.34682609887757476,4.088063581709175,66.4613525534944,normal,normal
2021,2,2021-02-15,0.6498832050399463,0.15377816210320674,0.36302343315948565,0.10438161040642126,2,21,0.5909230095858058,0.05961512604276679,0.5357915707680999,0.5557064798708246,0.623698042803862,0.6632853484062029,0.47342779028793297,0.7073158670817026,0.350712454678928,0.04694032505990028,0.2917258995486411,0.31756956755327986,0.3701446864624643,0.40897104606386225,0.2720169607503996,0.4601904132558348,0.05896019545414055,0.9890140198956151,9.977644210447547,75.44438227503261,0.012310978480557677,0.26226870957641873,3.5102769566105643,48.363077361540896,above_normal,above_normal
2021,3,2021-03-15,0.6209985336368774,0.16136401786443422,0.3725021732658627,0.11673523040679573,2,21,0.5736754051352864,0.05602075852308806,0.5060810285960221,0.5425692845337278,0.5994564280837866,0.6482694953864534,0.49657816731868265,0.7102102185700494,0.34031654189525995,0.04323529229057577,0.28876935395325787,0.3147686515543595,0.36412545967464377,0.39432081169158284,0.272542069211233,0.43500479337926057,0.04732312850159104,0.8447427301807697,8.249112316472957,58.24049602547584,0.03218563137060276,0.7444296005746777,9.45755712941765,61.52802408461751,above_normal,normal
2021,4,2021-04-15,0.5530347580195253,0.14482785093802042,0.3700215285161872,0.11259364072620424,2,21,0.5962677133849185,0.0423357349856222,0.5380244982974397,0.5747750515429512,0.6148338486830391,0.624457238335661,0.5130316351027348,0.6881075162004451,0.3655396262958187,0.03885880229888608,0.3058369737536363,0.350694570458524,0.38899791359470287,0.40280735307124915,0.2979594718745609,0.4302740236849667,-0.04323295536539318,-1.0211929798803703,-7.250594723629502,22.849019902669905,0.004481902220368483,0.11533814619131894,1.2261057072760242,54.46268430465939,moderate,moderate
2021,5,2021-05-15,0.648891398200451,0.14250779340670297,0.4336336244288578,0.10565600728326857,2,21,0.6335830289361826,0.07068491240134123,0.5457019417988298,0.5785691792413774,0.6820312707124266,0.7149085976355266,0.4858935515938733,0.7300857149216043,0.39795654032619576,0.036188356729891985,0.35549001695571286,0.3751012684523662,0.42961145259503897,0.43985710563733876,0.3128278244424904,0.4432815090620627,0.015308369264268484,0.21657194929165693,2.4161583510170717,66.74982701546315,0.035677084102662016,0.9858719026385729,8.965070425383217,92.60436019010119,normal,above_normal
2021,6,2021-06-15,0.5711793273820054,0.1393637240821567,0.3614037554462549,0.09601157974740585,2,21,0.5857240350317562,0.0677791884157814,0.4980986486500727,0.5525935462045759,0.634825388517717,0.6833763563132492,0.466181759516085,0.6989599282419213,0.3635960600177807,0.04133914817166644,0.30769152295362695,0.34262129971508387,0.3891440126517374,0.4207670788985693,0.2865261995593232,0.4400733585325357,-0.014544707649750799,-0.21458958110457804,-2.4832014361442805,45.106277981585734,-0.002192304571525805,-0.05303216608194155,-0.602950585168221,48.7651848380957,normal,mild
2021,7,2021-07-15,0.491310683514336,0.14225915572643308,0.28533124900685736,0.08795170090894917,2,21,0.5297252487068197,0.07267516305271013,0.4548497171431782,0.4797214461881857,0.577697401209273,0.6161284602265912,0.3480617703770059,0.626451572899884,0.30533499058192326,0.037228147827259604,0.26748794459322117,0.28535431264519084,0.3293789942314384,0.3507471892222079,0.21147790095042932,0.3614836154068101,-0.03841456519248371,-0.528579002493909,-7.251790486910418,51.45623576695411,-0.020003741575065903,-0.5373284125733094,-6.551408188410289,49.233689745801904,mild,normal
2021,8,2021-08-15,0.5919743114189688,0.1658031273107175,0.31845022495296965,0.09575221802746624,2,21,0.5358108783258875,0.05045903871664639,0.4819646877585753,0.4928028817863541,0.5813323206110174,0.5876776224730088,0.42526783339562,0.6123573669848251,0.2985241119474378,0.028127355243675923,0.2591391237009669,0.2814526979854168,0.31700507151685625,0.3342662057507947,0.2350037259678432,0.33869398188583055,0.05616343309308136,1.1130500009813522,10.48195088322227,89.10518660514082,0.019926113005531876,0.708424693075685,6.674875565508873,80.47670270109809,above_normal,above_normal
2021,9,2021-09-15,0.5461580029890957,0.18653640190815884,0.31267706343137763,0.1190618652808602,2,21,0.5361837038983391,0.04243195340589291,0.47343651296858164,0.5230945844199688,0.5657978406764406,0.5779077051465782,0.43952248253216236,0.5955819457244923,0.3084099355630313,0.02678130938289208,0.2655791062963085,0.29390314173147736,0.33038734509834183,0.3362077842247268,0.24400672951118724,0.34420008835386934,0.009974299090756533,0.23506575328609103,1.8602391341322206,68.33005719461828,0.004267127868346321,0.15933230923623792,1.383589624165732,68.53781000396707,normal,above_normal
2021,10,2021-10-15,0.5692133285879436,0.19307189320522225,0.3227543886505749,0.13099962557925496,1,21,0.5249311804931573,0.06982877272994877,0.45402243691867417,0.5172485251891743,0.5674565201996333,0.5898057610852452,0.2910342899331455,0.6059995611789792,0.3071158149113276,0.04582331577928356,0.25716953646669494,0.2884288118998794,0.3345358953817457,0.3523380020177881,0.19256449328751263,0.37486649778282666,0.044282148094786256,0.6341533205236206,8.435800680230974,88.32054326322104,0.015638573739247263,0.3412798369845896,5.092076988533635,71.41440694713191,above_normal,above_normal
